Station,DD,MM,YYYY,Rad,Tmin,Tmax,Hum,Wind,Rain,ETref,Wet
'260',11,11,1980,1430.0,2.6,5.8,0.692005,3.6,7.200,0.2,0.183
'260',12,11,1980,4290.0,1.1,8.6,0.707566,2.1,3.200,0.5,0.079
'260',13,11,1980,2130.0,0.1,7.8,0.731419,3.1,1.200,0.3,0.021
'260',14,11,1980,1430.0,5.3,8.2,0.811124,5.7,6.500,0.2,0.367
'260',15,11,1980,470.0,6.4,14.4,1.171690,6.7,15.500,0.1,0.746
'260',16,11,1980,1270.0,10.3,13.7,1.261405,6.2,1.300,0.2,0.067
'260',17,11,1980,1830.0,10.2,14.9,1.207877,6.7,2.100,0.3,0.200
'260',18,11,1980,2360.0,6.7,12.2,0.776787,7.7,1.200,0.3,0.008
'260',19,11,1980,1780.0,3.9,10.8,0.834527,3.6,3.600,0.2,0.225
'260',20,11,1980,3920.0,8.4,12.6,1.008661,4.1,0.000,0.6,0.000
'260',21,11,1980,2260.0,10.9,12.6,1.115932,6.2,0.000,0.3,0.000
'260',22,11,1980,780.0,10.4,13.2,1.147957,6.2,7.300,0.1,0.200
'260',23,11,1980,600.0,12.1,14.4,1.220020,5.7,0.200,0.1,0.008
'260',24,11,1980,1060.0,12.2,14.4,1.355894,5.1,0.400,0.2,0.025
'260',25,11,1980,1820.0,6.5,12.2,0.987887,3.1,0.200,0.3,0.008
'260',26,11,1980,2760.0,-1.0,7.2,0.584549,2.1,0.900,0.3,0.012
'260',27,11,1980,1130.0,-0.9,4.9,0.602311,4.1,5.300,0.1,0.104
'260',28,11,1980,2330.0,0.8,5.6,0.607607,4.1,16.100,0.3,0.371
'260',29,11,1980,2360.0,-0.2,3.9,0.460808,5.7,0.600,0.3,0.037
'260',30,11,1980,4250.0,-3.7,0.4,0.374493,4.6,0.000,0.4,0.000
'260',01,12,1980,4290.0,-7.0,2.1,0.354498,1.5,0.000,0.4,0.000
'260',02,12,1980,670.0,-0.7,3.5,0.562233,3.6,3.800,0.1,0.092
'260',03,12,1980,3790.0,-0.4,4.3,0.493001,3.1,0.600,0.4,0.012
'260',04,12,1980,2430.0,-1.0,4.1,0.530181,2.6,5.700,0.3,0.250
'260',05,12,1980,400.0,-0.7,7.3,0.678948,3.6,9.100,0.0,0.242
'260',06,12,1980,2800.0,-4.0,3.7,0.464320,3.6,2.600,0.3,0.075
'260',07,12,1980,2790.0,-11.0,-0.3,0.366025,1.5,5.700,0.3,0.088
'260',08,12,1980,3530.0,-8.9,2.8,0.386769,1.5,0.000,0.3,0.000
'260',09,12,1980,2460.0,-3.1,0.8,0.380474,6.2,0.000,0.3,0.000
'260',10,12,1980,1620.0,-1.7,5.6,0.519218,6.7,0.000,0.2,0.000
'260',11,12,1980,270.0,5.4,8.5,0.870002,6.2,3.300,0.0,0.200
'260',12,12,1980,510.0,4.7,7.5,0.798814,3.6,0.000,0.1,0.000
'260',13,12,1980,340.0,5.2,10.8,0.821416,6.2,2.000,0.0,0.092
'260',14,12,1980,690.0,6.5,12.1,0.986608,5.7,3.600,0.1,0.246
'260',15,12,1980,3230.0,4.4,8.7,0.765967,4.6,6.000,0.4,0.058
'260',16,12,1980,3470.0,1.4,7.8,0.686151,2.6,2.600,0.4,0.054
'260',17,12,1980,1570.0,0.9,5.0,0.616103,6.2,13.500,0.2,0.350
'260',18,12,1980,1940.0,1.6,6.0,0.650812,3.1,9.000,0.2,0.229
'260',19,12,1980,1230.0,0.2,2.3,0.583766,4.1,0.600,0.1,0.029
'260',20,12,1980,640.0,-0.3,2.8,0.578952,4.6,7.500,0.1,0.233
'260',21,12,1980,780.0,0.3,4.3,0.645375,2.1,4.400,0.1,0.104
'260',22,12,1980,910.0,-0.5,8.0,0.719576,3.1,0.300,0.1,0.012
'260',23,12,1980,980.0,7.2,11.3,1.044889,4.6,2.500,0.1,0.062
'260',24,12,1980,990.0,8.1,11.5,0.967636,6.2,0.000,0.1,0.000
'260',25,12,1980,2020.0,3.4,9.9,0.738919,5.1,2.300,0.3,0.096
'260',26,12,1980,3080.0,1.4,6.3,0.645067,3.6,1.100,0.4,0.029
'260',27,12,1980,3700.0,-2.9,5.3,0.556971,1.5,1.200,0.4,0.033
'260',28,12,1980,1380.0,-3.6,4.1,0.565755,3.6,0.600,0.2,0.071
'260',29,12,1980,350.0,4.1,8.1,0.838572,4.1,0.100,0.0,0.042
'260',30,12,1980,580.0,7.0,8.4,0.917826,4.6,0.000,0.1,0.000
'260',31,12,1980,530.0,6.0,9.1,0.833330,7.7,0.000,0.1,0.000
'260',01,01,1981,2300.0,0.7,8.0,0.652809,6.2,5.700,0.3,0.108
'260',02,01,1981,290.0,3.4,8.4,0.854375,5.7,20.100,0.0,0.646
'260',03,01,1981,1520.0,3.8,10.4,0.780491,7.7,7.500,0.2,0.121
'260',04,01,1981,2100.0,0.3,6.3,0.641691,4.6,3.700,0.3,0.112
'260',05,01,1981,3180.0,0.2,4.5,0.588083,2.6,0.600,0.4,0.050
'260',06,01,1981,2600.0,-2.4,2.3,0.559837,2.6,4.900,0.3,0.175
'260',07,01,1981,4000.0,-3.1,2.9,0.518952,1.5,0.000,0.4,0.000
'260',08,01,1981,870.0,-4.0,2.7,0.558661,2.6,0.700,0.1,0.037
'260',09,01,1981,1140.0,2.7,7.0,0.821728,3.6,11.000,0.1,0.554
'260',10,01,1981,2960.0,1.1,4.9,0.627301,3.6,1.500,0.3,0.125
'260',11,01,1981,4620.0,-3.6,3.6,0.514014,2.1,0.000,0.5,0.000
'260',12,01,1981,570.0,-3.5,1.3,0.525379,4.1,10.000,0.1,0.292
'260',13,01,1981,4100.0,-2.5,2.5,0.540424,2.6,1.300,0.4,0.046
'260',14,01,1981,380.0,-0.5,7.5,0.690680,6.7,20.100,0.0,0.588
'260',15,01,1981,2550.0,-0.9,4.3,0.586273,4.1,7.800,0.3,0.204
'260',16,01,1981,2870.0,-2.7,3.7,0.550421,3.1,5.100,0.3,0.254
'260',17,01,1981,2110.0,2.3,5.7,0.724184,3.6,1.100,0.3,0.133
'260',18,01,1981,3370.0,-0.1,3.0,0.532024,2.6,0.000,0.4,0.000
'260',19,01,1981,1410.0,-0.1,6.3,0.665974,5.1,5.400,0.2,0.200
'260',20,01,1981,2760.0,-1.1,2.8,0.569424,2.1,1.200,0.3,0.037
'260',21,01,1981,2200.0,-1.6,1.6,0.560320,2.6,0.100,0.2,0.004
'260',22,01,1981,800.0,1.3,3.8,0.708408,2.1,0.800,0.1,0.183
'260',23,01,1981,1010.0,3.8,6.0,0.868497,1.5,0.100,0.1,0.042
'260',24,01,1981,570.0,1.7,6.5,0.809946,2.6,1.800,0.1,0.054
'260',25,01,1981,1860.0,1.1,6.5,0.742122,2.6,0.000,0.2,0.000
'260',26,01,1981,4840.0,-2.4,7.0,0.604089,1.0,2.500,0.6,0.108
'260',27,01,1981,970.0,3.3,7.4,0.886436,1.5,1.100,0.1,0.083
'260',28,01,1981,1380.0,4.0,6.1,0.849184,1.0,0.000,0.2,0.000
'260',29,01,1981,1260.0,3.2,5.3,0.763474,1.0,0.000,0.2,0.000
'260',30,01,1981,1130.0,-0.6,4.8,0.657907,1.5,0.000,0.1,0.000
'260',31,01,1981,4350.0,0.3,8.3,0.646073,2.1,0.000,0.5,0.000
'260',01,02,1981,1590.0,-1.5,5.6,0.682913,2.1,0.000,0.2,0.000
'260',02,02,1981,5750.0,-0.4,8.0,0.676887,4.1,0.000,0.7,0.000
'260',03,02,1981,3890.0,4.8,9.3,0.822937,5.7,15.900,0.5,0.337
'260',04,02,1981,2190.0,0.9,5.4,0.666446,3.1,1.700,0.3,0.138
'260',05,02,1981,2210.0,-0.7,4.4,0.582602,2.6,1.600,0.3,0.129
'260',06,02,1981,1350.0,3.8,9.4,0.896079,3.6,1.600,0.2,0.079
'260',07,02,1981,2200.0,7.6,10.7,1.054377,4.6,0.000,0.3,0.000
'260',08,02,1981,1740.0,7.3,9.6,0.974175,4.1,0.600,0.2,0.029
'260',09,02,1981,1760.0,5.3,8.3,0.872009,2.6,0.000,0.2,0.000
'260',10,02,1981,2630.0,0.4,5.6,0.580976,6.2,5.600,0.3,0.425
'260',11,02,1981,5940.0,-2.4,4.2,0.503433,2.1,0.600,0.6,0.046
'260',12,02,1981,4490.0,-4.2,3.1,0.521365,1.0,0.100,0.5,0.042
'260',13,02,1981,8280.0,-4.1,2.2,0.425851,2.1,0.000,0.8,0.000
'260',14,02,1981,7820.0,-6.5,2.3,0.411266,0.5,0.000,0.7,0.000
'260',15,02,1981,6550.0,-4.0,3.6,0.499903,0.5,0.000,0.7,0.000
'260',16,02,1981,6090.0,-6.1,3.3,0.418109,1.0,0.000,0.6,0.000
'260',17,02,1981,2530.0,0.4,3.5,0.619787,2.6,0.000,0.3,0.000
'260',18,02,1981,1940.0,-1.7,2.0,0.511833,4.1,0.000,0.2,0.000
'260',19,02,1981,2040.0,-1.5,0.8,0.520862,4.1,0.000,0.2,0.000
'260',20,02,1981,4460.0,-4.7,-0.2,0.418805,3.6,1.200,0.4,0.208
'260',21,02,1981,9030.0,-6.9,-0.3,0.352389,2.1,0.000,0.8,0.000
'260',22,02,1981,8450.0,-6.8,1.4,0.367526,3.6,0.000,0.8,0.000
'260',23,02,1981,7760.0,-6.4,1.5,0.408589,3.1,0.000,0.7,0.000
'260',24,02,1981,3110.0,-4.2,0.1,0.476828,4.1,0.800,0.3,0.129
'260',25,02,1981,7660.0,-1.9,3.0,0.515726,2.6,0.000,0.8,0.000
'260',26,02,1981,5860.0,-2.3,3.9,0.514083,3.1,0.000,0.6,0.000
'260',27,02,1981,10010.0,-2.9,7.4,0.366573,6.2,0.000,1.2,0.000
'260',28,02,1981,3430.0,0.0,3.6,0.481141,6.7,8.600,0.4,0.321
'260',01,03,1981,7470.0,1.8,8.6,0.798982,3.1,0.100,0.9,0.042
'260',02,03,1981,3200.0,4.8,8.5,0.914138,2.6,0.500,0.4,0.088
'260',03,03,1981,1990.0,0.2,5.4,0.726965,4.1,1.600,0.2,0.104
'260',04,03,1981,5230.0,-0.7,1.9,0.502774,3.1,0.000,0.6,0.000
'260',05,03,1981,4760.0,-0.1,5.4,0.570696,2.1,0.900,0.5,0.046
'260',06,03,1981,3000.0,1.9,8.3,0.773806,3.1,0.800,0.4,0.037
'260',07,03,1981,1270.0,7.8,13.3,1.154763,6.7,4.900,0.2,0.288
'260',08,03,1981,2300.0,9.2,14.0,1.205994,6.7,5.300,0.3,0.229
'260',09,03,1981,1700.0,8.4,10.9,1.158548,4.6,26.100,0.2,0.888
'260',10,03,1981,1180.0,7.9,14.7,1.251997,3.6,15.100,0.2,0.567
'260',11,03,1981,1510.0,9.8,14.3,1.261983,7.7,26.300,0.2,0.529
'260',12,03,1981,2960.0,8.3,11.2,1.101858,4.1,7.900,0.4,0.213
'260',13,03,1981,4900.0,6.9,11.8,0.987798,3.6,8.900,0.7,0.104
'260',14,03,1981,2250.0,6.3,8.7,0.935534,3.6,8.700,0.3,0.479
'260',15,03,1981,2140.0,3.6,7.5,0.818911,2.1,3.300,0.3,0.267
'260',16,03,1981,6580.0,0.1,8.0,0.655491,1.5,3.400,0.8,0.167
'260',17,03,1981,9540.0,-1.7,6.4,0.612999,1.0,0.300,1.1,0.017
'260',18,03,1981,5800.0,-1.3,6.7,0.611364,3.6,0.800,0.7,0.133
'260',19,03,1981,4840.0,6.2,9.5,0.776996,6.7,0.000,0.7,0.000
'260',20,03,1981,11390.0,6.1,12.1,0.833138,4.6,0.000,1.6,0.000
'260',21,03,1981,9640.0,6.8,15.7,0.950995,5.7,0.200,1.5,0.008
'260',22,03,1981,3710.0,2.0,14.2,0.737560,6.2,1.900,0.5,0.083
'260',23,03,1981,3210.0,0.4,12.4,0.862513,4.6,6.000,0.4,0.163
'260',24,03,1981,6270.0,9.2,12.8,1.034283,5.7,2.500,0.9,0.229
'260',25,03,1981,4250.0,11.3,16.6,1.333514,4.1,5.900,0.7,0.238
'260',26,03,1981,6520.0,4.6,15.1,0.930650,4.1,1.500,0.9,0.067
'260',27,03,1981,17230.0,1.9,15.5,0.665584,3.6,0.000,2.5,0.000
'260',28,03,1981,8940.0,8.9,16.1,0.767490,3.1,0.000,1.4,0.000
'260',29,03,1981,10300.0,9.5,17.6,0.971689,2.6,0.700,1.6,0.129
'260',30,03,1981,6200.0,7.5,15.1,1.072634,2.1,0.700,0.9,0.058
'260',31,03,1981,5520.0,6.9,14.0,1.056116,2.6,0.000,0.8,0.000
'260',01,04,1981,2660.0,7.8,11.2,1.066669,2.1,0.000,0.4,0.000
'260',02,04,1981,3070.0,7.2,9.8,1.001488,1.5,0.100,0.4,0.004
'260',03,04,1981,3620.0,7.5,10.5,1.046487,3.1,0.000,0.5,0.000
'260',04,04,1981,2500.0,5.5,7.5,0.819162,2.6,0.100,0.3,0.004
'260',05,04,1981,8410.0,4.3,9.5,0.784012,2.6,0.000,1.1,0.000
'260',06,04,1981,11000.0,2.6,11.3,0.725472,2.6,0.000,1.5,0.000
'260',07,04,1981,10170.0,3.6,14.9,0.914377,1.5,0.000,1.5,0.000
'260',08,04,1981,11810.0,5.9,15.8,0.804482,1.5,0.000,1.7,0.000
'260',09,04,1981,15600.0,4.1,19.1,0.936080,1.0,0.000,2.4,0.000
'260',10,04,1981,18370.0,5.0,20.6,0.807910,2.6,0.000,3.0,0.000
'260',11,04,1981,16030.0,9.2,20.9,1.132884,3.1,0.000,2.6,0.000
'260',12,04,1981,9070.0,8.2,16.1,1.175324,1.5,0.300,1.4,0.012
'260',13,04,1981,13700.0,4.2,14.8,0.766097,4.6,0.000,2.0,0.000
'260',14,04,1981,21090.0,3.1,18.3,0.645508,3.6,0.000,3.1,0.000
'260',15,04,1981,21990.0,4.1,17.2,0.645684,3.6,0.000,3.2,0.000
'260',16,04,1981,20650.0,4.7,16.9,0.685016,4.1,0.000,3.0,0.000
'260',17,04,1981,20130.0,1.3,10.4,0.478677,4.1,0.000,2.6,0.000
'260',18,04,1981,14180.0,0.1,10.4,0.557576,3.1,0.000,1.8,0.000
'260',19,04,1981,8800.0,3.9,8.8,0.734759,5.1,2.300,1.1,0.071
'260',20,04,1981,19420.0,1.3,11.2,0.578098,4.6,0.000,2.5,0.000
'260',21,04,1981,6920.0,0.4,8.2,0.604028,2.6,0.000,0.9,0.000
'260',22,04,1981,14060.0,2.0,8.8,0.585844,2.6,0.300,1.8,0.021
'260',23,04,1981,18200.0,-3.3,7.6,0.451420,2.1,0.200,2.1,0.004
'260',24,04,1981,20150.0,-4.4,9.3,0.382191,3.6,0.000,2.5,0.000
'260',25,04,1981,7770.0,4.5,13.5,0.602251,3.1,0.100,1.1,0.004
'260',26,04,1981,8120.0,5.3,10.9,0.829095,2.1,0.300,1.1,0.021
'260',27,04,1981,16650.0,3.5,13.2,0.775309,4.6,0.000,2.3,0.000
'260',28,04,1981,7420.0,0.4,8.1,0.696065,2.6,4.300,0.9,0.492
'260',29,04,1981,8540.0,6.6,12.6,0.968785,3.1,0.600,1.2,0.108
'260',30,04,1981,2680.0,7.6,10.3,1.052330,3.6,7.500,0.4,0.683
'260',01,05,1981,18370.0,2.2,10.4,0.650894,3.6,0.100,2.4,0.004
'260',02,05,1981,17900.0,0.8,10.4,0.584942,3.1,0.000,2.3,0.000
'260',03,05,1981,13110.0,-2.0,10.3,0.568021,3.6,2.300,1.7,0.071
'260',04,05,1981,7520.0,4.2,10.8,0.828071,3.1,8.500,1.0,0.258
'260',05,05,1981,7930.0,0.6,9.4,0.680954,3.1,9.100,1.0,0.142
'260',06,05,1981,6820.0,1.0,15.3,0.892230,2.6,0.700,1.0,0.083
'260',07,05,1981,20210.0,5.0,20.4,0.951470,4.1,0.000,3.3,0.000
'260',08,05,1981,7980.0,10.3,17.0,1.246507,2.6,5.400,1.3,0.083
'260',09,05,1981,18120.0,11.0,23.1,1.229221,2.1,4.200,3.1,0.029
'260',10,05,1981,22810.0,13.2,27.1,1.182875,2.6,0.000,4.2,0.000
'260',11,05,1981,23340.0,14.5,25.4,1.342320,3.1,0.000,4.2,0.000
'260',12,05,1981,22140.0,13.0,21.5,1.306591,2.1,1.900,3.8,0.008
'260',13,05,1981,17840.0,11.0,19.7,1.258024,1.5,0.400,3.0,0.012
'260',14,05,1981,8160.0,11.2,15.9,1.203372,1.5,0.600,1.3,0.058
'260',15,05,1981,20430.0,10.6,18.8,1.123523,2.1,0.000,3.3,0.000
'260',16,05,1981,11310.0,7.8,17.9,1.117980,2.6,2.500,1.8,0.042
'260',17,05,1981,18010.0,6.0,15.9,0.914238,2.6,5.100,2.7,0.083
'260',18,05,1981,22040.0,4.9,18.1,0.937655,2.1,0.000,3.5,0.000
'260',19,05,1981,14020.0,11.6,22.7,1.386911,2.1,0.300,2.4,0.008
'260',20,05,1981,22250.0,13.1,27.2,1.339863,2.6,0.000,4.1,0.000
'260',21,05,1981,19870.0,13.3,25.6,1.594318,1.5,9.800,3.6,0.125
'260',22,05,1981,14310.0,9.1,17.5,1.256357,2.1,17.700,2.3,0.188
'260',23,05,1981,11050.0,8.3,17.3,1.206878,3.1,4.600,1.7,0.217
'260',24,05,1981,15030.0,8.3,14.1,1.131827,3.1,7.700,2.3,0.125
'260',25,05,1981,11560.0,7.2,14.6,1.090907,2.6,4.300,1.7,0.062
'260',26,05,1981,16090.0,7.1,16.0,1.034734,2.1,0.400,2.5,0.012
'260',27,05,1981,16190.0,5.7,18.6,1.021288,1.5,1.100,2.5,0.071
'260',28,05,1981,13950.0,8.9,17.0,1.060856,2.6,2.500,2.1,0.129
'260',29,05,1981,19910.0,6.3,18.8,1.084990,1.0,0.000,3.2,0.000
'260',30,05,1981,19590.0,12.8,20.9,1.334912,1.5,0.000,3.3,0.000
'260',31,05,1981,20680.0,14.2,26.6,1.645541,2.1,6.400,3.7,0.133
'260',01,06,1981,22840.0,13.5,24.9,1.560973,1.0,0.000,4.1,0.000
'260',02,06,1981,20650.0,14.3,26.0,1.823936,2.1,0.200,3.7,0.004
'260',03,06,1981,19360.0,13.6,20.9,1.323424,2.1,0.400,3.3,0.012
'260',04,06,1981,24060.0,11.6,18.6,1.073473,3.1,0.000,4.0,0.000
'260',05,06,1981,17650.0,11.4,18.4,1.126158,3.1,6.700,2.9,0.250
'260',06,06,1981,19160.0,10.8,19.1,1.269482,3.1,0.300,3.2,0.008
'260',07,06,1981,16670.0,11.2,18.2,1.165797,2.6,0.200,2.8,0.004
'260',08,06,1981,10300.0,14.2,21.0,1.718071,2.6,3.200,1.8,0.067
'260',09,06,1981,13860.0,12.8,18.2,1.263964,3.6,0.000,2.3,0.000
'260',10,06,1981,18400.0,10.6,17.4,1.048627,4.1,0.000,3.0,0.000
'260',11,06,1981,7010.0,10.6,17.4,1.316224,2.6,6.600,1.1,0.246
'260',12,06,1981,14530.0,6.2,15.9,0.928694,2.6,0.000,2.3,0.000
'260',13,06,1981,25130.0,4.2,20.1,0.843533,2.1,0.000,4.0,0.000
'260',14,06,1981,11240.0,13.2,20.9,1.549940,2.1,0.000,2.0,0.000
'260',15,06,1981,12850.0,13.6,21.7,1.573156,3.1,0.100,2.2,0.004
'260',16,06,1981,17720.0,10.2,16.2,1.007999,3.6,1.000,2.8,0.012
'260',17,06,1981,12710.0,9.1,15.2,1.072968,3.1,4.800,1.9,0.142
'260',18,06,1981,9030.0,9.2,13.0,0.927240,2.6,0.000,1.4,0.000
'260',19,06,1981,19370.0,9.0,16.1,0.990079,1.5,0.000,3.0,0.000
'260',20,06,1981,7830.0,9.2,14.8,1.104461,1.5,0.200,1.2,0.033
'260',21,06,1981,12580.0,7.2,14.0,0.907589,2.6,0.100,1.9,0.008
'260',22,06,1981,18430.0,8.7,18.8,1.168937,3.1,0.000,3.0,0.000
'260',23,06,1981,19430.0,8.8,20.9,1.104447,1.5,0.000,3.2,0.000
'260',24,06,1981,21390.0,9.2,22.3,1.122192,1.0,0.000,3.6,0.000
'260',25,06,1981,11380.0,12.0,17.3,1.375602,2.6,0.000,1.9,0.000
'260',26,06,1981,2080.0,11.0,13.0,1.234849,3.1,10.100,0.3,0.413
'260',27,06,1981,9510.0,10.8,16.1,1.284355,2.1,0.200,1.5,0.017
'260',28,06,1981,2440.0,11.5,12.7,1.347836,3.6,17.100,0.4,0.800
'260',29,06,1981,5560.0,9.0,12.6,1.090909,4.1,8.400,0.8,0.421
'260',30,06,1981,6090.0,8.6,15.1,1.225891,3.6,1.300,1.0,0.067
'260',01,07,1981,11890.0,12.4,18.0,1.375431,3.6,0.000,2.0,0.000
'260',02,07,1981,7940.0,12.1,18.4,1.450209,1.5,16.800,1.3,0.233
'260',03,07,1981,16570.0,12.0,18.0,1.385706,3.1,0.900,2.7,0.088
'260',04,07,1981,15610.0,12.2,19.9,1.344457,3.1,0.800,2.6,0.012
'260',05,07,1981,18260.0,12.2,22.1,1.513894,2.1,0.000,3.2,0.000
'260',06,07,1981,17020.0,13.1,22.0,1.482961,2.6,0.000,3.0,0.000
'260',07,07,1981,20940.0,12.9,22.6,1.416260,1.5,0.000,3.6,0.000
'260',08,07,1981,25860.0,13.8,28.0,1.578003,1.5,0.000,4.9,0.000
'260',09,07,1981,20080.0,17.8,28.9,1.893382,1.5,4.500,3.8,0.088
'260',10,07,1981,13360.0,16.9,23.3,1.940098,1.5,7.000,2.4,0.046
'260',11,07,1981,15670.0,15.2,22.2,1.698974,2.1,0.000,2.8,0.000
'260',12,07,1981,13360.0,11.5,19.6,1.445085,2.6,0.000,2.2,0.000
'260',13,07,1981,15670.0,11.3,21.8,1.439731,1.5,0.800,2.6,0.017
'260',14,07,1981,12940.0,11.2,19.6,1.402666,2.6,0.000,2.2,0.000
'260',15,07,1981,16670.0,13.2,20.6,1.362300,1.5,0.000,2.8,0.000
'260',16,07,1981,7070.0,12.3,19.0,1.587596,3.1,18.700,1.2,0.167
'260',17,07,1981,22650.0,9.3,17.7,1.131031,2.6,0.100,3.7,0.004
'260',18,07,1981,17390.0,9.4,17.5,1.157929,1.5,0.200,2.8,0.008
'260',19,07,1981,21080.0,12.0,19.9,1.170245,2.6,0.000,3.5,0.000
'260',20,07,1981,11450.0,14.4,18.9,1.554495,2.1,1.700,2.0,0.033
'260',21,07,1981,8420.0,12.1,18.5,1.529474,2.1,2.900,1.4,0.112
'260',22,07,1981,12650.0,12.3,20.6,1.453201,2.6,0.000,2.2,0.000
'260',23,07,1981,18680.0,10.9,19.8,1.163629,2.6,8.100,3.1,0.092
'260',24,07,1981,6150.0,10.1,15.0,1.318156,3.1,16.400,1.0,0.333
'260',25,07,1981,8590.0,11.9,17.0,1.460551,2.6,24.300,1.4,0.275
'260',26,07,1981,10880.0,8.0,18.0,1.196045,2.6,0.100,1.8,0.012
'260',27,07,1981,24780.0,11.6,20.9,1.240772,3.1,0.000,4.2,0.000
'260',28,07,1981,20410.0,12.0,23.4,1.399776,1.5,0.000,3.6,0.000
'260',29,07,1981,17360.0,12.5,23.9,1.637305,2.1,0.000,3.0,0.000
'260',30,07,1981,19090.0,9.4,19.2,1.206819,1.5,0.000,3.1,0.000
'260',31,07,1981,17990.0,8.0,22.0,1.196987,1.5,6.100,3.1,0.046
'260',01,08,1981,6710.0,13.3,18.2,1.506493,2.6,2.000,1.1,0.029
'260',02,08,1981,18940.0,11.0,19.6,1.311285,2.6,0.000,3.1,0.000
'260',03,08,1981,24920.0,8.8,23.0,1.431583,1.0,0.000,4.2,0.000
'260',04,08,1981,24120.0,10.9,28.0,1.426893,1.0,0.000,4.4,0.000
'260',05,08,1981,21280.0,15.6,28.9,1.828650,1.5,0.000,4.0,0.000
'260',06,08,1981,19920.0,17.6,29.2,2.020317,2.1,0.000,3.8,0.000
'260',07,08,1981,17750.0,17.8,26.9,2.046540,1.5,0.000,3.3,0.000
'260',08,08,1981,5210.0,15.9,19.7,1.796778,2.1,0.000,0.9,0.000
'260',09,08,1981,8970.0,15.2,20.4,1.692018,1.5,0.000,1.5,0.000
'260',10,08,1981,4110.0,14.8,17.9,1.676105,2.6,1.400,0.7,0.204
'260',11,08,1981,5710.0,14.2,18.0,1.584525,2.1,1.200,1.0,0.092
'260',12,08,1981,20780.0,11.2,23.4,1.400145,1.0,0.000,3.6,0.000
'260',13,08,1981,15880.0,10.7,23.8,1.409936,0.5,0.000,2.8,0.000
'260',14,08,1981,19930.0,13.8,26.5,1.542756,1.0,0.000,3.6,0.000
'260',15,08,1981,15130.0,15.3,27.0,1.753688,1.0,0.000,2.8,0.000
'260',16,08,1981,18100.0,10.8,20.3,1.192426,2.6,0.000,3.0,0.000
'260',17,08,1981,19000.0,7.8,19.2,1.047239,2.1,0.000,3.0,0.000
'260',18,08,1981,16660.0,7.8,22.8,1.071670,2.6,0.000,2.9,0.000
'260',19,08,1981,10010.0,14.2,19.8,1.489838,2.6,4.900,1.7,0.092
'260',20,08,1981,12150.0,11.6,18.1,1.347919,3.6,9.900,2.0,0.246
'260',21,08,1981,13530.0,11.6,17.6,1.279598,2.6,1.300,2.2,0.037
'260',22,08,1981,10920.0,11.0,16.8,1.248924,3.1,2.700,1.8,0.071
'260',23,08,1981,14350.0,10.0,18.9,1.222701,2.1,0.200,2.3,0.008
'260',24,08,1981,10610.0,8.2,17.4,1.158890,1.0,0.000,1.7,0.000
'260',25,08,1981,16260.0,6.6,21.9,1.288833,1.0,0.000,2.7,0.000
'260',26,08,1981,15340.0,11.1,20.8,1.390179,2.1,0.000,2.6,0.000
'260',27,08,1981,13570.0,10.0,21.3,1.323279,1.5,0.000,2.3,0.000
'260',28,08,1981,11340.0,14.4,19.4,1.526750,1.5,0.000,1.9,0.000
'260',29,08,1981,9860.0,11.1,19.1,1.304383,1.5,0.000,1.6,0.000
'260',30,08,1981,18140.0,10.8,20.9,1.251481,1.5,0.000,3.0,0.000
'260',31,08,1981,12360.0,9.1,20.2,1.294472,1.0,0.000,2.0,0.000
'260',01,09,1981,16300.0,12.1,19.1,1.238461,1.5,0.000,2.7,0.000
'260',02,09,1981,18150.0,8.4,21.6,1.070959,2.1,0.000,3.0,0.000
'260',03,09,1981,17310.0,9.2,20.6,1.152568,2.6,0.000,2.8,0.000
'260',04,09,1981,19040.0,6.4,22.6,0.969448,1.0,0.000,3.1,0.000
'260',05,09,1981,18740.0,6.3,23.8,1.003273,1.0,0.000,3.1,0.000
'260',06,09,1981,17570.0,5.1,24.1,0.994556,0.5,0.000,2.9,0.000
'260',07,09,1981,14590.0,8.5,24.8,1.184530,1.5,0.000,2.5,0.000
'260',08,09,1981,11250.0,14.1,23.3,1.724440,2.1,3.300,2.0,0.050
'260',09,09,1981,4790.0,11.2,19.3,1.565220,1.0,0.000,0.8,0.000
'260',10,09,1981,15700.0,10.3,24.2,1.396515,1.5,0.000,2.7,0.000
'260',11,09,1981,6810.0,11.2,20.0,1.366618,1.5,3.100,1.1,0.058
'260',12,09,1981,12360.0,11.3,21.1,1.401051,2.1,4.900,2.1,0.054
'260',13,09,1981,14560.0,11.0,17.8,1.167283,3.1,3.500,2.3,0.100
'260',14,09,1981,12730.0,9.3,17.6,1.115815,2.6,1.400,2.0,0.017
'260',15,09,1981,3820.0,11.0,16.6,1.455565,2.1,6.200,0.6,0.150
'260',16,09,1981,9280.0,11.0,20.2,1.442868,1.5,7.500,1.6,0.046
'260',17,09,1981,6720.0,9.7,17.9,1.231554,1.5,0.000,1.1,0.000
'260',18,09,1981,6490.0,12.2,18.5,1.420497,2.6,3.600,1.1,0.146
'260',19,09,1981,10020.0,11.1,19.0,1.275927,3.1,4.900,1.6,0.142
'260',20,09,1981,4310.0,13.2,17.1,1.476994,4.1,9.300,0.7,0.525
'260',21,09,1981,9690.0,11.7,19.1,1.366107,2.1,1.100,1.6,0.042
'260',22,09,1981,8330.0,11.1,19.4,1.348602,1.5,0.100,1.4,0.012
