
# --------------------------------------------------------------------------------------------------------
# Contents:
# Dutch soil profiles, BOFEK clustering and hydraulic properties.
#
# Source:
# Soil map of the Netherlands: https://service.pdok.nl/bzk/bro-bodemkaart/atom/bro-bodemkaart.xml
# BOFEK clustering, Staringreeks: https://www.wur.nl/nl/show/bodemfysische-eenhedenkaart-bofek2020.htm
#
# Date:
# 2025-04-17
# --------------------------------------------------------------------------------------------------------

soil_id,soil_unit,soil_name,soil_classification,soil_landuse,bofek_cluster,bofek_dominant,bofek_name,bofek_area,layer_number,layer_faohorizon,layer_ztop,layer_zbot,layer_staringclass,layer_staringclassname,layer_staringdescription,layer_staringlabel,layer_orgmat,layer_pclay,layer_psilt,layer_bdens,layer_ores,layer_osat,layer_alfa,layer_npar,layer_lexp,layer_ksatfit
1150,pVs,Weideveengronden op veenmosveen,Veengronden,grasland,1015,0,Dikke veengronden: klei-ig- dek op veenmosveen,7752.473083,4,Cw,0.3,0.6,216,O16,oligotroof veen,oligotroof veen,80.0,22,38,0.226,0.0,0.88924579,0.00971073,1.36357644,-0.66464707,1.46262444
1150,pVs,Weideveengronden op veenmosveen,Veengronden,grasland,1015,0,Dikke veengronden: klei-ig- dek op veenmosveen,7752.473083,5,Cu,0.6,1.2,216,O16,oligotroof veen,oligotroof veen,90.0,8,22,0.215,0.0,0.88924579,0.00971073,1.36357644,-0.66464707,1.46262444
1160,opVc,"Weideveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",,grasland,1012,0,Dikke veengronden: kleibovengrond op bos-/zeggeveen,2608.718721,1,Aap,0.0,0.08,117,B17,venige klei,venige klei,19.0,10,15,0.646,0.0,0.71862598,0.01906191,1.1366583,0.0001,4.48373535
1160,opVc,"Weideveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",,grasland,1012,0,Dikke veengronden: kleibovengrond op bos-/zeggeveen,2608.718721,2,ACg,0.08,0.25,210,O10,zware zavel,zware zavel,14.0,15,15,0.897,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
1160,opVc,"Weideveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",,grasland,1012,0,Dikke veengronden: kleibovengrond op bos-/zeggeveen,2608.718721,3,Cwg,0.25,0.35,212,O12,matig zware klei,m.zw. klei,15.0,45,20,0.261,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
1160,opVc,"Weideveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",,grasland,1012,0,Dikke veengronden: kleibovengrond op bos-/zeggeveen,2608.718721,4,Cw,0.35,0.6,217,O17,mesotroof en eutroof veen,meso-eutroof veen,75.0,18,57,0.232,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
1160,opVc,"Weideveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",,grasland,1012,0,Dikke veengronden: kleibovengrond op bos-/zeggeveen,2608.718721,5,Cu,0.6,1.2,217,O17,mesotroof en eutroof veen,meso-eutroof veen,80.0,18,57,0.226,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
1170,pVc,"Weideveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",Veengronden,grasland,1012,1,Dikke veengronden: kleibovengrond op bos-/zeggeveen,13127.68509,1,Ahg,0.0,0.07,117,B17,venige klei,venige klei,22.0,45,35,0.632,0.0,0.71862598,0.01906191,1.1366583,0.0001,4.48373535
1170,pVc,"Weideveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",Veengronden,grasland,1012,1,Dikke veengronden: kleibovengrond op bos-/zeggeveen,13127.68509,2,ACg,0.07,0.2,212,O12,matig zware klei,m.zw. klei,12.0,45,35,0.89,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
1170,pVc,"Weideveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",Veengronden,grasland,1012,1,Dikke veengronden: kleibovengrond op bos-/zeggeveen,13127.68509,3,Cwg,0.2,0.35,218,O18,moerige tussenlaag,moerige tussenlaag,20.0,45,20,0.252,0.01,0.58027825,0.01265676,1.31617171,-0.78553413,35.95127916
1170,pVc,"Weideveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",Veengronden,grasland,1012,1,Dikke veengronden: kleibovengrond op bos-/zeggeveen,13127.68509,4,Cw,0.35,0.6,217,O17,mesotroof en eutroof veen,meso-eutroof veen,75.0,18,57,0.232,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
1170,pVc,"Weideveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",Veengronden,grasland,1012,1,Dikke veengronden: kleibovengrond op bos-/zeggeveen,13127.68509,5,Cu,0.6,1.2,217,O17,mesotroof en eutroof veen,meso-eutroof veen,80.0,18,57,0.226,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
1180,pVz,"Weideveengronden op zand, beginnend ondieper dan 1.2 m",Veengronden,grasland,1016,1,Dunne veengronden: kleibovengrond op veen op zand II,3457.934294,1,Ahg,0.0,0.08,117,B17,venige klei,venige klei,20.0,25,25,0.641,0.0,0.71862598,0.01906191,1.1366583,0.0001,4.48373535
1180,pVz,"Weideveengronden op zand, beginnend ondieper dan 1.2 m",Veengronden,grasland,1016,1,Dunne veengronden: kleibovengrond op veen op zand II,3457.934294,2,ACg,0.08,0.2,117,B17,venige klei,venige klei,15.0,25,25,0.664,0.0,0.71862598,0.01906191,1.1366583,0.0001,4.48373535
1180,pVz,"Weideveengronden op zand, beginnend ondieper dan 1.2 m",Veengronden,grasland,1016,1,Dunne veengronden: kleibovengrond op veen op zand II,3457.934294,3,Cwg,0.2,0.35,218,O18,moerige tussenlaag,moerige tussenlaag,25.0,40,40,0.243,0.01,0.58027825,0.01265676,1.31617171,-0.78553413,35.95127916
1180,pVz,"Weideveengronden op zand, beginnend ondieper dan 1.2 m",Veengronden,grasland,1016,1,Dunne veengronden: kleibovengrond op veen op zand II,3457.934294,4,Cw,0.35,0.8,217,O17,mesotroof en eutroof veen,meso-eutroof veen,60.0,18,57,0.251,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
1180,pVz,"Weideveengronden op zand, beginnend ondieper dan 1.2 m",Veengronden,grasland,1016,1,Dunne veengronden: kleibovengrond op veen op zand II,3457.934294,5,Cu,0.8,1.2,201,O01,leemarm zeer fijn tot matig fijn zand,leemarm z.f.-m.f. zand,0.5,2,6,1.663,0.01,0.36584689,0.01598691,2.16275113,2.8679672,22.32215442
1190,kVb,Waardveengronden op bosveen (of eutroof broekveen),Veengronden,grasland,1018,0,Dikke veengronden: kleidek op bos-/zeggeveen of klei,10560.5267,1,Ahg,0.0,0.08,117,B17,venige klei,venige klei,22.0,65,25,0.632,0.0,0.71862598,0.01906191,1.1366583,0.0001,4.48373535
1190,kVb,Waardveengronden op bosveen (of eutroof broekveen),Veengronden,grasland,1018,0,Dikke veengronden: kleidek op bos-/zeggeveen of klei,10560.5267,2,Cwg,0.08,0.3,213,O13,zeer zware klei,z.zw. klei,10.0,65,25,0.901,0.01,0.573268,0.02785405,1.07995207,-6.09131057,9.68929074
1190,kVb,Waardveengronden op bosveen (of eutroof broekveen),Veengronden,grasland,1018,0,Dikke veengronden: kleidek op bos-/zeggeveen of klei,10560.5267,3,Cw,0.3,0.6,217,O17,mesotroof en eutroof veen,meso-eutroof veen,65.0,60,35,0.244,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
1190,kVb,Waardveengronden op bosveen (of eutroof broekveen),Veengronden,grasland,1018,0,Dikke veengronden: kleidek op bos-/zeggeveen of klei,10560.5267,4,Cu,0.6,1.2,217,O17,mesotroof en eutroof veen,meso-eutroof veen,75.0,60,35,0.232,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
1200,kVs,Waardveengronden op veenmosveen,Veengronden,grasland,1015,1,Dikke veengronden: klei-ig- dek op veenmosveen,11003.91174,1,Ahg,0.0,0.08,117,B17,venige klei,venige klei,20.0,60,30,0.641,0.0,0.71862598,0.01906191,1.1366583,0.0001,4.48373535
1200,kVs,Waardveengronden op veenmosveen,Veengronden,grasland,1015,1,Dikke veengronden: klei-ig- dek op veenmosveen,11003.91174,2,Cwg,0.08,0.3,213,O13,zeer zware klei,z.zw. klei,10.0,60,30,0.918,0.01,0.573268,0.02785405,1.07995207,-6.09131057,9.68929074
1200,kVs,Waardveengronden op veenmosveen,Veengronden,grasland,1015,1,Dikke veengronden: klei-ig- dek op veenmosveen,11003.91174,3,Cw,0.3,0.6,216,O16,oligotroof veen,oligotroof veen,75.0,22,38,0.232,0.0,0.88924579,0.00971073,1.36357644,-0.66464707,1.46262444
1200,kVs,Waardveengronden op veenmosveen,Veengronden,grasland,1015,1,Dikke veengronden: klei-ig- dek op veenmosveen,11003.91174,4,Cu,0.6,1.2,216,O16,oligotroof veen,oligotroof veen,90.0,8,22,0.215,0.0,0.88924579,0.00971073,1.36357644,-0.66464707,1.46262444
1210,kVsc,Waardveengronden op veenmosveen,,grasland,1015,0,Dikke veengronden: klei-ig- dek op veenmosveen,3642.877613,1,Ahg,0.0,0.08,117,B17,venige klei,venige klei,20.0,60,30,0.641,0.0,0.71862598,0.01906191,1.1366583,0.0001,4.48373535
1210,kVsc,Waardveengronden op veenmosveen,,grasland,1015,0,Dikke veengronden: klei-ig- dek op veenmosveen,3642.877613,2,Cwg,0.08,0.3,213,O13,zeer zware klei,z.zw. klei,10.0,60,30,0.918,0.01,0.573268,0.02785405,1.07995207,-6.09131057,9.68929074
1210,kVsc,Waardveengronden op veenmosveen,,grasland,1015,0,Dikke veengronden: klei-ig- dek op veenmosveen,3642.877613,3,Cw,0.3,0.6,216,O16,oligotroof veen,oligotroof veen,75.0,22,38,0.232,0.0,0.88924579,0.00971073,1.36357644,-0.66464707,1.46262444
1210,kVsc,Waardveengronden op veenmosveen,,grasland,1015,0,Dikke veengronden: klei-ig- dek op veenmosveen,3642.877613,4,Cu,0.6,1.2,216,O16,oligotroof veen,oligotroof veen,90.0,8,22,0.215,0.0,0.88924579,0.00971073,1.36357644,-0.66464707,1.46262444
1220,kVc,"Waardveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",Veengronden,grasland,1018,0,Dikke veengronden: kleidek op bos-/zeggeveen of klei,15229.12082,1,Ahg,0.0,0.1,117,B17,venige klei,venige klei,20.0,60,30,0.641,0.0,0.71862598,0.01906191,1.1366583,0.0001,4.48373535
1220,kVc,"Waardveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",Veengronden,grasland,1018,0,Dikke veengronden: kleidek op bos-/zeggeveen of klei,15229.12082,2,Cwg,0.1,0.35,213,O13,zeer zware klei,z.zw. klei,7.0,60,30,1.023,0.01,0.573268,0.02785405,1.07995207,-6.09131057,9.68929074
1220,kVc,"Waardveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",Veengronden,grasland,1018,0,Dikke veengronden: kleidek op bos-/zeggeveen of klei,15229.12082,3,Cw,0.35,0.7,217,O17,mesotroof en eutroof veen,meso-eutroof veen,60.0,18,57,0.251,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
1220,kVc,"Waardveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",Veengronden,grasland,1018,0,Dikke veengronden: kleidek op bos-/zeggeveen of klei,15229.12082,4,Cu,0.7,1.2,217,O17,mesotroof en eutroof veen,meso-eutroof veen,80.0,18,57,0.226,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
1225,kVc,"Waardveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",Veengronden,grasland,1012,0,Dikke veengronden: kleibovengrond op bos-/zeggeveen,1818.977106,1,Ahg,0.0,0.1,117,B17,venige klei,venige klei,15.0,20,40,0.641,0.0,0.71862598,0.01906191,1.1366583,0.0001,4.48373535
1225,kVc,"Waardveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",Veengronden,grasland,1012,0,Dikke veengronden: kleibovengrond op bos-/zeggeveen,1818.977106,2,Cwg,0.1,0.3,210,O10,zware zavel,zware zavel,5.0,20,40,1.023,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
1225,kVc,"Waardveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",Veengronden,grasland,1012,0,Dikke veengronden: kleibovengrond op bos-/zeggeveen,1818.977106,3,Cw,0.3,0.7,217,O17,mesotroof en eutroof veen,meso-eutroof veen,60.0,18,57,0.251,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
1225,kVc,"Waardveengronden op zeggeveen, rietzeggeveen of (mesotroof) broekveen",Veengronden,grasland,1012,0,Dikke veengronden: kleibovengrond op bos-/zeggeveen,1818.977106,4,Cu,0.7,1.2,217,O17,mesotroof en eutroof veen,meso-eutroof veen,80.0,18,57,0.226,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
1230,kVz,"Waardveengronden op zand, beginnend ondieper dan 1.2 m",Veengronden,grasland,1008,1,Dunne veengronden: kleibovengrond op veen op zand I,8869.215927,1,Ahg,0.0,0.1,117,B17,venige klei,venige klei,20.0,40,35,0.641,0.0,0.71862598,0.01906191,1.1366583,0.0001,4.48373535
1230,kVz,"Waardveengronden op zand, beginnend ondieper dan 1.2 m",Veengronden,grasland,1008,1,Dunne veengronden: kleibovengrond op veen op zand I,8869.215927,2,Cwg,0.1,0.35,213,O13,zeer zware klei,z.zw. klei,7.0,55,35,1.044,0.01,0.573268,0.02785405,1.07995207,-6.09131057,9.68929074
1230,kVz,"Waardveengronden op zand, beginnend ondieper dan 1.2 m",Veengronden,grasland,1008,1,Dunne veengronden: kleibovengrond op veen op zand I,8869.215927,3,Cw,0.35,0.8,217,O17,mesotroof en eutroof veen,meso-eutroof veen,75.0,18,57,0.232,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
1230,kVz,"Waardveengronden op zand, beginnend ondieper dan 1.2 m",Veengronden,grasland,1008,1,Dunne veengronden: kleibovengrond op veen op zand I,8869.215927,4,BCb,0.8,0.95,201,O01,leemarm zeer fijn tot matig fijn zand,leemarm z.f.-m.f. zand,3.0,2,6,1.545,0.01,0.36584689,0.01598691,2.16275113,2.8679672,22.32215442
1230,kVz,"Waardveengronden op zand, beginnend ondieper dan 1.2 m",Veengronden,grasland,1008,1,Dunne veengronden: kleibovengrond op veen op zand I,8869.215927,5,Cu,0.95,1.2,201,O01,leemarm zeer fijn tot matig fijn zand,leemarm z.f.-m.f. zand,0.4,2,6,1.668,0.01,0.36584689,0.01598691,2.16275113,2.8679672,22.32215442
1235,kVz,"Waardveengronden op zand, beginnend ondieper dan 1.2 m",Veengronden,grasland,1016,0,Dunne veengronden: kleibovengrond op veen op zand II,16.36000543,1,Ahg,0.0,0.1,117,B17,venige klei,venige klei,15.0,20,40,0.641,0.0,0.71862598,0.01906191,1.1366583,0.0001,4.48373535
2070,iWpx,Moerige podzolgronden met een veenkoloniaal dek en een moerige tussenlaag,,akkerbouw,2002,0,Moerige gronden met veenkoloniaal dek,2576.536236,3,Cw2,0.3,0.4,216,O16,oligotroof veen,oligotroof veen,90.0,3,5,0.169,0.0,0.88924579,0.00971073,1.36357644,-0.66464707,1.46262444
2070,iWpx,Moerige podzolgronden met een veenkoloniaal dek en een moerige tussenlaag,,akkerbouw,2002,0,Moerige gronden met veenkoloniaal dek,2576.536236,4,Ahb,0.4,0.5,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,4.0,4,12,1.419,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
2070,iWpx,Moerige podzolgronden met een veenkoloniaal dek en een moerige tussenlaag,,akkerbouw,2002,0,Moerige gronden met veenkoloniaal dek,2576.536236,5,Bhb,0.5,0.7,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,5.0,3,9,1.456,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
2070,iWpx,Moerige podzolgronden met een veenkoloniaal dek en een moerige tussenlaag,,akkerbouw,2002,0,Moerige gronden met veenkoloniaal dek,2576.536236,6,BCb,0.7,0.9,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,1.0,3,7,1.635,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
2070,iWpx,Moerige podzolgronden met een veenkoloniaal dek en een moerige tussenlaag,,akkerbouw,2002,0,Moerige gronden met veenkoloniaal dek,2576.536236,7,Cu,0.9,1.2,206,O06,keileem,keileem,0.3,17,18,1.54,0.01,0.33343415,0.01595936,1.28870487,-1.00974832,32.8338987
2080,Wo,Moerige eerdgronden met een moerige bovengrond of moerige tussenlaag op niet-gerijpte zavel of klei,Moerige gronden,grasland,2003,0,Moerige gronden: met kleiondergrond,7170.133432,1,Apg,0.0,0.2,117,B17,venige klei,venige klei,30.0,45,43,0.599,0.0,0.71862598,0.01906191,1.1366583,0.0001,4.48373535
2080,Wo,Moerige eerdgronden met een moerige bovengrond of moerige tussenlaag op niet-gerijpte zavel of klei,Moerige gronden,grasland,2003,0,Moerige gronden: met kleiondergrond,7170.133432,2,Cwg,0.2,0.3,218,O18,moerige tussenlaag,moerige tussenlaag,60.0,45,43,0.251,0.01,0.58027825,0.01265676,1.31617171,-0.78553413,35.95127916
2080,Wo,Moerige eerdgronden met een moerige bovengrond of moerige tussenlaag op niet-gerijpte zavel of klei,Moerige gronden,grasland,2003,0,Moerige gronden: met kleiondergrond,7170.133432,3,Cg,0.3,0.7,212,O12,matig zware klei,m.zw. klei,3.0,46,49,1.214,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
2080,Wo,Moerige eerdgronden met een moerige bovengrond of moerige tussenlaag op niet-gerijpte zavel of klei,Moerige gronden,grasland,2003,0,Moerige gronden: met kleiondergrond,7170.133432,4,Cri,0.7,1.2,212,O12,matig zware klei,m.zw. klei,2.0,38,57,1.291,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
2081,Wgl,Moerige eerdgronden met een moerige bovengrond of moerige tussenlaag op gerijpte zavel of klei,,grasland,2003,0,Moerige gronden: met kleiondergrond,8238.38506,1,Apg,0.0,0.2,117,B17,venige klei,venige klei,30.0,45,43,0.599,0.0,0.71862598,0.01906191,1.1366583,0.0001,4.48373535
2081,Wgl,Moerige eerdgronden met een moerige bovengrond of moerige tussenlaag op gerijpte zavel of klei,,grasland,2003,0,Moerige gronden: met kleiondergrond,8238.38506,2,Cwg,0.2,0.3,218,O18,moerige tussenlaag,moerige tussenlaag,60.0,45,43,0.251,0.01,0.58027825,0.01265676,1.31617171,-0.78553413,35.95127916
2081,Wgl,Moerige eerdgronden met een moerige bovengrond of moerige tussenlaag op gerijpte zavel of klei,,grasland,2003,0,Moerige gronden: met kleiondergrond,8238.38506,3,Cg,0.3,0.7,212,O12,matig zware klei,m.zw. klei,3.0,40,40,1.25,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
2081,Wgl,Moerige eerdgronden met een moerige bovengrond of moerige tussenlaag op gerijpte zavel of klei,,grasland,2003,0,Moerige gronden: met kleiondergrond,8238.38506,4,Cr,0.7,1.2,212,O12,matig zware klei,m.zw. klei,2.0,38,42,1.291,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
2090,Wol,Moerige eerdgronden met een moerige bovengrond of moerige tussenlaag op niet-gerijpte zavel of klei,,grasland,2003,1,Moerige gronden: met kleiondergrond,8404.090404,1,Apg,0.0,0.15,117,B17,venige klei,venige klei,30.0,45,43,0.599,0.0,0.71862598,0.01906191,1.1366583,0.0001,4.48373535
2090,Wol,Moerige eerdgronden met een moerige bovengrond of moerige tussenlaag op niet-gerijpte zavel of klei,,grasland,2003,1,Moerige gronden: met kleiondergrond,8404.090404,2,Cwg,0.15,0.3,218,O18,moerige tussenlaag,moerige tussenlaag,45.0,45,43,0.273,0.01,0.58027825,0.01265676,1.31617171,-0.78553413,35.95127916
2090,Wol,Moerige eerdgronden met een moerige bovengrond of moerige tussenlaag op niet-gerijpte zavel of klei,,grasland,2003,1,Moerige gronden: met kleiondergrond,8404.090404,3,Cg,0.3,0.7,212,O12,matig zware klei,m.zw. klei,3.0,46,49,1.214,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
2090,Wol,Moerige eerdgronden met een moerige bovengrond of moerige tussenlaag op niet-gerijpte zavel of klei,,grasland,2003,1,Moerige gronden: met kleiondergrond,8404.090404,4,Cri,0.7,1.2,212,O12,matig zware klei,m.zw. klei,2.0,38,57,1.291,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
2110,kWz,Moerige eerdgronden met een zavel- of kleidek en een moerige tussenlaag op zand,Moerige gronden,grasland,2005,1,Moerige gronden met kleidek en zandondergrond,8214.711831,1,Apg,0.0,0.18,109,B09,zware zavel,zware zavel,12.0,23,27,0.965,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
2110,kWz,Moerige eerdgronden met een zavel- of kleidek en een moerige tussenlaag op zand,Moerige gronden,grasland,2005,1,Moerige gronden met kleidek en zandondergrond,8214.711831,2,Cwg,0.18,0.3,211,O11,lichte klei,lichte klei,3.0,26,24,1.343,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
2110,kWz,Moerige eerdgronden met een zavel- of kleidek en een moerige tussenlaag op zand,Moerige gronden,grasland,2005,1,Moerige gronden met kleidek en zandondergrond,8214.711831,3,Cwg,0.3,0.6,218,O18,moerige tussenlaag,moerige tussenlaag,60.0,15,20,0.251,0.01,0.58027825,0.01265676,1.31617171,-0.78553413,35.95127916
2110,kWz,Moerige eerdgronden met een zavel- of kleidek en een moerige tussenlaag op zand,Moerige gronden,grasland,2005,1,Moerige gronden met kleidek en zandondergrond,8214.711831,4,Cu,0.6,1.2,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,0.4,3,8,1.663,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
2115,kWz,Moerige eerdgronden met een zavel- of kleidek en een moerige tussenlaag op zand,Moerige gronden,grasland,2004,1,Moerige gronden met kleidek en zandondergrond (Flevoland),852.3944047,1,Ahg,0.0,0.1,109,B09,zware zavel,zware zavel,15.0,20,40,0.641,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
2115,kWz,Moerige eerdgronden met een zavel- of kleidek en een moerige tussenlaag op zand,Moerige gronden,grasland,2004,1,Moerige gronden met kleidek en zandondergrond (Flevoland),852.3944047,2,Cwg,0.1,0.3,210,O10,zware zavel,zware zavel,5.0,20,40,1.023,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
2115,kWz,Moerige eerdgronden met een zavel- of kleidek en een moerige tussenlaag op zand,Moerige gronden,grasland,2004,1,Moerige gronden met kleidek en zandondergrond (Flevoland),852.3944047,3,Cwg,0.3,0.6,218,O18,moerige tussenlaag,moerige tussenlaag,60.0,15,20,0.251,0.01,0.58027825,0.01265676,1.31617171,-0.78553413,35.95127916
2115,kWz,Moerige eerdgronden met een zavel- of kleidek en een moerige tussenlaag op zand,Moerige gronden,grasland,2004,1,Moerige gronden met kleidek en zandondergrond (Flevoland),852.3944047,4,Cu,0.6,1.2,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,0.4,3,8,1.663,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
2120,zWz,Moerige eerdgronden met een zanddek en een moerige tussenlaag op zand,Moerige gronden,grasland,2001,0,Moerige gronden met zanddek,13403.05834,1,Aap,0.0,0.2,102,B02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,5.0,4,10,1.387,0.02,0.43387803,0.02164487,1.34877009,7.20207718,83.24163508
2120,zWz,Moerige eerdgronden met een zanddek en een moerige tussenlaag op zand,Moerige gronden,grasland,2001,0,Moerige gronden met zanddek,13403.05834,2,Cwg,0.2,0.4,218,O18,moerige tussenlaag,moerige tussenlaag,65.0,4,10,0.244,0.01,0.58027825,0.01265676,1.31617171,-0.78553413,35.95127916
2120,zWz,Moerige eerdgronden met een zanddek en een moerige tussenlaag op zand,Moerige gronden,grasland,2001,0,Moerige gronden met zanddek,13403.05834,3,Cg,0.4,0.55,203,O03,sterk lemig zeer fijn tot matig fijn zand,st. lemig z.f.-m.f. zand,1.0,6,22,1.563,0.01,0.33981025,0.01724264,1.70339467,0.0001,12.36681012
2120,zWz,Moerige eerdgronden met een zanddek en een moerige tussenlaag op zand,Moerige gronden,grasland,2001,0,Moerige gronden met zanddek,13403.05834,4,Cu,0.55,1.2,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,0.3,3,9,1.665,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
2125,zWz,Moerige eerdgronden met een zanddek en een moerige tussenlaag op zand,Moerige gronden,grasland,2001,0,Moerige gronden met zanddek,1130.075381,1,Ap,0.0,0.25,102,B02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,2.0,3,52,1.118,0.02,0.43387803,0.02164487,1.34877009,7.20207718,83.24163508
2125,zWz,Moerige eerdgronden met een zanddek en een moerige tussenlaag op zand,Moerige gronden,grasland,2001,0,Moerige gronden met zanddek,1130.075381,2,Cwg,0.25,0.4,218,O18,moerige tussenlaag,moerige tussenlaag,65.0,4,10,0.244,0.01,0.58027825,0.01265676,1.31617171,-0.78553413,35.95127916
2125,zWz,Moerige eerdgronden met een zanddek en een moerige tussenlaag op zand,Moerige gronden,grasland,2001,0,Moerige gronden met zanddek,1130.075381,3,Cg,0.4,0.55,203,O03,sterk lemig zeer fijn tot matig fijn zand,st. lemig z.f.-m.f. zand,1.0,6,22,1.563,0.01,0.33981025,0.01724264,1.70339467,0.0001,12.36681012
2125,zWz,Moerige eerdgronden met een zanddek en een moerige tussenlaag op zand,Moerige gronden,grasland,2001,0,Moerige gronden met zanddek,1130.075381,4,Cu,0.55,1.2,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,0.3,3,9,1.665,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
2121,zWzx,Moerige eerdgronden met een zanddek en een moerige tussenlaag op zand,,grasland,2001,0,Moerige gronden met zanddek,895.7446333,1,Aap,0.0,0.2,102,B02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,5.0,4,10,1.387,0.02,0.43387803,0.02164487,1.34877009,7.20207718,83.24163508
2121,zWzx,Moerige eerdgronden met een zanddek en een moerige tussenlaag op zand,,grasland,2001,0,Moerige gronden met zanddek,895.7446333,2,Cwg,0.2,0.4,218,O18,moerige tussenlaag,moerige tussenlaag,65.0,4,26,0.244,0.01,0.58027825,0.01265676,1.31617171,-0.78553413,35.95127916
2121,zWzx,Moerige eerdgronden met een zanddek en een moerige tussenlaag op zand,,grasland,2001,0,Moerige gronden met zanddek,895.7446333,3,Cg,0.4,0.55,203,O03,sterk lemig zeer fijn tot matig fijn zand,st. lemig z.f.-m.f. zand,1.0,6,22,1.563,0.01,0.33981025,0.01724264,1.70339467,0.0001,12.36681012
2121,zWzx,Moerige eerdgronden met een zanddek en een moerige tussenlaag op zand,,grasland,2001,0,Moerige gronden met zanddek,895.7446333,4,Cu,0.55,0.9,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,0.3,3,9,1.665,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
